age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
48,white-collar,married,professional.course,no,no,no,cellular,summer,wed,95,1,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
29,white-collar,married,university.degree,no,yes,no,cellular,summer,wed,58,3,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
32,white-collar,single,university.degree,no,no,no,cellular,summer,wed,59,3,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
41,blue-collar,married,below high-school,no,yes,no,cellular,summer,wed,123,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
41,blue-collar,married,below high-school,no,yes,no,cellular,summer,wed,95,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
27,white-collar,single,below high-school,no,yes,no,telephone,summer,wed,523,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
25,unemployed,single,professional.course,no,yes,no,cellular,summer,wed,97,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
25,unemployed,single,professional.course,no,no,no,cellular,summer,wed,268,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
27,white-collar,single,below high-school,no,yes,no,cellular,summer,wed,88,3,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
39,blue-collar,married,below high-school,no,yes,no,cellular,summer,wed,120,1,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
39,blue-collar,married,below high-school,no,yes,no,cellular,summer,wed,182,1,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
27,white-collar,single,below high-school,no,no,yes,cellular,summer,wed,335,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
37,white-collar,married,university.degree,no,yes,no,telephone,summer,wed,218,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
29,blue-collar,single,high.school,no,yes,yes,cellular,summer,wed,2129,1,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
34,white-collar,married,high.school,no,no,no,cellular,summer,wed,462,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
38,white-collar,married,high.school,no,no,yes,cellular,summer,wed,284,1,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
48,blue-collar,married,below high-school,no,yes,no,cellular,summer,wed,1032,3,0,2,failure,-1.8,93.075,-47.1,1.445,5099.1,yes
36,white-collar,married,university.degree,no,no,yes,cellular,summer,wed,241,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
36,blue-collar,married,below high-school,no,yes,no,cellular,summer,wed,291,1,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
37,blue-collar,married,below high-school,no,yes,no,cellular,summer,wed,281,1,5,1,success,-1.8,93.075,-47.1,1.445,5099.1,no
47,unemployed,divorced,below high-school,no,no,no,cellular,summer,wed,125,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
28,white-collar,married,university.degree,no,yes,no,cellular,summer,wed,261,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
51,white-collar,single,university.degree,no,yes,yes,cellular,summer,wed,233,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
29,white-collar,married,university.degree,no,yes,yes,cellular,summer,wed,245,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
25,white-collar,single,professional.course,no,yes,no,cellular,summer,wed,67,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
47,self-employed,married,high.school,no,no,yes,cellular,summer,wed,663,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
25,white-collar,single,professional.course,no,yes,no,cellular,summer,wed,114,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
31,white-collar,married,high.school,no,no,yes,cellular,summer,wed,195,6,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
36,white-collar,married,university.degree,no,no,yes,cellular,summer,wed,180,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
27,white-collar,single,below high-school,no,no,no,cellular,summer,wed,34,3,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
46,white-collar,married,high.school,no,yes,no,cellular,summer,wed,201,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
24,white-collar,single,high.school,no,yes,no,cellular,summer,wed,209,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
47,white-collar,single,university.degree,no,no,no,cellular,summer,wed,167,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
35,white-collar,single,university.degree,no,yes,no,cellular,summer,wed,58,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
38,white-collar,married,high.school,no,no,no,cellular,summer,wed,518,2,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
24,unemployed,single,high.school,no,yes,no,cellular,summer,wed,74,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
64,white-collar,married,professional.course,no,yes,no,cellular,summer,wed,250,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
35,white-collar,married,high.school,no,yes,no,cellular,summer,wed,1190,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
40,white-collar,divorced,high.school,no,yes,no,cellular,summer,wed,201,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
42,blue-collar,married,below high-school,no,yes,yes,cellular,summer,wed,110,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
35,white-collar,divorced,professional.course,no,yes,no,cellular,summer,wed,405,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
40,white-collar,divorced,university.degree,no,yes,no,cellular,summer,wed,84,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
35,white-collar,divorced,professional.course,no,yes,no,cellular,summer,wed,612,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
35,white-collar,divorced,professional.course,no,yes,no,cellular,summer,wed,229,1,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
35,white-collar,divorced,below high-school,no,no,no,cellular,summer,wed,188,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
34,white-collar,married,high.school,no,no,no,cellular,summer,wed,543,2,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
29,white-collar,single,university.degree,no,yes,no,cellular,summer,wed,216,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
37,blue-collar,married,below high-school,no,no,no,cellular,summer,wed,180,2,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
34,white-collar,single,professional.course,no,no,no,cellular,summer,wed,174,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
52,blue-collar,married,below high-school,no,yes,no,cellular,summer,wed,249,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
46,blue-collar,divorced,below high-school,no,no,no,cellular,summer,wed,169,1,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
34,white-collar,divorced,high.school,no,yes,yes,cellular,summer,wed,303,1,0,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
40,white-collar,divorced,university.degree,no,no,no,cellular,summer,wed,143,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
27,white-collar,single,below high-school,no,yes,no,cellular,summer,wed,56,7,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
22,white-collar,single,university.degree,no,yes,no,cellular,summer,wed,179,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
64,white-collar,married,professional.course,no,yes,no,cellular,summer,wed,65,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
39,blue-collar,married,below high-school,no,yes,no,cellular,summer,wed,91,3,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
25,unemployed,single,professional.course,no,no,yes,cellular,summer,wed,274,3,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
43,white-collar,married,high.school,no,yes,no,telephone,summer,wed,690,7,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
34,white-collar,married,high.school,no,yes,no,cellular,summer,wed,281,3,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
38,white-collar,single,high.school,no,yes,no,cellular,summer,wed,1665,3,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
41,blue-collar,married,below high-school,no,yes,no,cellular,summer,wed,213,3,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
29,white-collar,single,university.degree,no,no,no,cellular,summer,wed,548,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
33,white-collar,single,university.degree,no,no,no,cellular,summer,wed,171,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
30,unemployed,single,below high-school,no,no,no,cellular,summer,wed,142,4,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
46,white-collar,married,high.school,no,yes,no,cellular,summer,wed,417,2,0,2,failure,-1.8,93.075,-47.1,1.445,5099.1,no
29,white-collar,married,university.degree,no,yes,no,cellular,summer,wed,350,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
59,white-collar,married,high.school,no,yes,no,cellular,summer,wed,101,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
31,white-collar,single,university.degree,no,yes,no,cellular,summer,wed,124,2,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
20,unemployed,single,high.school,no,yes,no,cellular,summer,thu,162,4,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
36,white-collar,single,university.degree,no,yes,no,cellular,summer,thu,68,3,0,2,failure,-1.8,93.075,-47.1,1.435,5099.1,no
31,white-collar,single,university.degree,no,yes,no,cellular,summer,thu,87,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
21,white-collar,single,high.school,no,yes,no,cellular,summer,thu,374,3,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
52,white-collar,married,high.school,no,no,no,cellular,summer,thu,312,2,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
21,white-collar,single,high.school,no,yes,yes,cellular,summer,thu,820,2,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
41,white-collar,single,university.degree,no,yes,no,cellular,summer,thu,328,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
28,white-collar,single,high.school,no,no,no,cellular,summer,thu,528,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
46,white-collar,single,below high-school,no,yes,no,cellular,summer,thu,168,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
43,white-collar,married,professional.course,no,no,no,cellular,summer,thu,264,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
36,white-collar,single,university.degree,no,yes,no,cellular,summer,thu,592,4,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,yes
44,white-collar,divorced,university.degree,no,yes,no,cellular,summer,thu,207,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
24,white-collar,single,professional.course,no,yes,no,cellular,summer,thu,125,6,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
35,white-collar,married,below high-school,no,yes,no,cellular,summer,thu,150,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
32,self-employed,single,university.degree,no,no,no,cellular,summer,thu,394,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
35,white-collar,married,below high-school,no,no,no,cellular,summer,thu,85,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
43,white-collar,divorced,high.school,no,yes,no,cellular,summer,thu,448,2,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,yes
33,white-collar,single,university.degree,no,no,no,cellular,summer,thu,657,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
38,white-collar,married,below high-school,no,yes,no,cellular,summer,thu,220,1,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
38,white-collar,married,high.school,no,no,no,cellular,summer,thu,113,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
37,white-collar,divorced,professional.course,no,yes,no,cellular,summer,thu,241,1,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
32,white-collar,divorced,high.school,no,no,no,cellular,summer,thu,765,3,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
67,retired,married,university.degree,no,yes,no,telephone,summer,thu,126,4,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
33,white-collar,single,university.degree,no,no,no,cellular,summer,thu,304,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
40,self-employed,married,university.degree,no,yes,no,cellular,summer,thu,161,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
40,self-employed,married,university.degree,no,yes,no,cellular,summer,thu,236,1,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
32,blue-collar,married,high.school,no,yes,no,cellular,summer,thu,259,2,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
33,white-collar,divorced,university.degree,no,yes,no,cellular,summer,thu,230,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
36,white-collar,married,university.degree,no,yes,no,cellular,summer,thu,96,4,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
45,white-collar,married,high.school,no,no,yes,cellular,summer,thu,109,2,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
33,white-collar,single,university.degree,no,yes,no,cellular,summer,thu,530,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
33,white-collar,single,university.degree,no,yes,no,cellular,summer,thu,71,1,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
30,self-employed,single,university.degree,no,no,no,cellular,summer,thu,159,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
30,self-employed,single,university.degree,no,yes,no,cellular,summer,thu,104,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
30,self-employed,single,university.degree,no,yes,no,cellular,summer,thu,214,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
30,self-employed,single,university.degree,no,no,no,cellular,summer,thu,184,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
30,self-employed,single,university.degree,no,yes,no,cellular,summer,thu,331,1,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,yes
30,self-employed,single,university.degree,no,no,no,cellular,summer,thu,435,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
30,self-employed,single,university.degree,no,no,no,cellular,summer,thu,188,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
35,white-collar,married,high.school,no,yes,no,cellular,summer,thu,466,2,0,2,failure,-1.8,93.075,-47.1,1.435,5099.1,no
52,white-collar,married,university.degree,no,yes,no,telephone,summer,thu,327,2,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
42,self-employed,married,university.degree,no,yes,no,cellular,summer,thu,290,2,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
30,blue-collar,married,below high-school,no,yes,no,cellular,summer,thu,179,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
37,white-collar,divorced,professional.course,no,yes,no,cellular,summer,thu,464,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
46,white-collar,single,below high-school,no,no,no,cellular,summer,thu,221,2,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
33,self-employed,married,university.degree,no,yes,no,cellular,summer,thu,233,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
30,self-employed,single,university.degree,no,no,no,cellular,summer,thu,245,3,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
52,white-collar,married,high.school,no,yes,no,cellular,summer,thu,152,2,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
45,self-employed,divorced,university.degree,no,yes,no,cellular,summer,thu,132,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
33,white-collar,single,university.degree,no,yes,no,cellular,summer,thu,106,2,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
30,self-employed,single,university.degree,no,yes,no,cellular,summer,thu,152,2,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
36,retired,married,high.school,no,yes,no,cellular,summer,thu,98,6,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
47,white-collar,divorced,professional.course,no,no,no,cellular,summer,thu,337,2,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
54,self-employed,married,below high-school,no,yes,no,cellular,summer,thu,133,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
43,self-employed,married,high.school,no,yes,no,cellular,summer,thu,90,2,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
28,white-collar,single,high.school,no,yes,no,cellular,summer,thu,322,2,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
46,white-collar,single,below high-school,no,no,no,cellular,summer,thu,385,2,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
45,white-collar,married,university.degree,no,yes,yes,cellular,summer,thu,317,5,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
36,white-collar,single,university.degree,no,no,no,cellular,summer,thu,208,12,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
29,blue-collar,married,below high-school,no,yes,no,cellular,summer,thu,1042,2,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
36,blue-collar,married,below high-school,no,yes,no,cellular,summer,thu,490,3,0,2,failure,-1.8,93.075,-47.1,1.435,5099.1,yes
57,white-collar,married,high.school,no,yes,no,cellular,summer,thu,275,2,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
37,blue-collar,married,professional.course,no,no,no,cellular,summer,thu,188,1,0,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
33,white-collar,married,high.school,no,yes,no,cellular,summer,thu,236,1,0,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
30,white-collar,single,university.degree,no,yes,no,telephone,summer,tue,563,2,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
26,unemployed,single,university.degree,no,yes,no,cellular,summer,tue,136,3,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
41,white-collar,married,high.school,no,yes,yes,cellular,summer,tue,142,2,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
36,blue-collar,married,below high-school,no,no,no,cellular,summer,tue,129,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
34,self-employed,single,university.degree,no,no,no,telephone,summer,tue,86,6,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
30,white-collar,married,university.degree,no,no,no,cellular,summer,tue,259,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
24,white-collar,single,high.school,no,yes,no,cellular,summer,tue,255,1,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
41,white-collar,married,professional.course,no,yes,no,cellular,summer,tue,466,5,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,yes
41,white-collar,divorced,university.degree,no,no,no,cellular,summer,tue,82,4,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
34,white-collar,married,university.degree,no,yes,no,cellular,summer,tue,565,2,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
42,white-collar,single,professional.course,no,yes,no,cellular,summer,tue,251,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
42,white-collar,single,professional.course,no,no,no,cellular,summer,tue,262,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
37,white-collar,single,university.degree,no,no,no,cellular,summer,tue,283,3,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
73,retired,divorced,below high-school,no,no,yes,cellular,summer,tue,342,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
34,white-collar,single,university.degree,no,yes,no,cellular,summer,tue,255,7,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
38,blue-collar,married,below high-school,no,no,no,cellular,summer,tue,110,1,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
34,white-collar,single,university.degree,no,yes,no,cellular,summer,tue,461,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
46,white-collar,married,professional.course,no,yes,no,cellular,summer,tue,62,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
34,white-collar,single,university.degree,no,yes,no,cellular,summer,tue,145,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
42,white-collar,single,below high-school,no,yes,yes,cellular,summer,tue,213,3,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
59,blue-collar,married,below high-school,no,no,no,telephone,summer,tue,111,3,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
46,blue-collar,divorced,below high-school,no,yes,no,telephone,summer,tue,266,3,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
34,self-employed,single,university.degree,no,yes,no,telephone,summer,tue,118,6,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
34,white-collar,single,university.degree,no,no,no,cellular,summer,tue,142,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
35,blue-collar,married,below high-school,no,yes,no,cellular,summer,tue,855,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
34,white-collar,single,university.degree,no,no,no,cellular,summer,tue,344,1,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,yes
34,unemployed,single,university.degree,no,yes,no,cellular,summer,tue,125,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
24,white-collar,single,high.school,no,yes,no,cellular,summer,tue,850,2,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
48,blue-collar,single,below high-school,no,yes,no,cellular,summer,tue,85,1,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
34,white-collar,single,university.degree,no,yes,yes,cellular,summer,tue,441,2,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
24,white-collar,single,high.school,no,yes,no,telephone,summer,tue,104,1,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
48,blue-collar,single,below high-school,no,yes,no,cellular,summer,tue,179,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
24,white-collar,single,high.school,no,yes,no,cellular,summer,tue,114,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
24,white-collar,single,high.school,no,yes,no,cellular,summer,tue,114,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
59,retired,married,university.degree,no,no,no,cellular,summer,tue,1073,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
47,self-employed,married,below high-school,no,yes,no,telephone,summer,tue,226,5,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
34,self-employed,single,university.degree,no,no,no,cellular,summer,tue,94,5,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
24,white-collar,single,high.school,no,yes,no,cellular,summer,tue,1594,1,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,yes
24,white-collar,single,high.school,no,no,no,cellular,summer,tue,450,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
55,white-collar,single,high.school,no,yes,no,cellular,summer,tue,461,2,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
30,white-collar,single,university.degree,no,no,yes,cellular,summer,tue,505,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
55,white-collar,married,high.school,no,no,no,cellular,summer,tue,163,2,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
42,self-employed,married,university.degree,no,no,no,cellular,summer,tue,133,2,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
26,unemployed,single,university.degree,no,yes,no,cellular,summer,tue,62,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
26,unemployed,single,university.degree,no,yes,no,cellular,summer,tue,184,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
26,unemployed,single,university.degree,no,yes,no,cellular,summer,tue,168,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
28,blue-collar,single,university.degree,no,yes,no,cellular,summer,tue,49,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
35,white-collar,married,university.degree,no,no,no,cellular,summer,tue,72,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
44,blue-collar,married,below high-school,no,no,no,cellular,summer,tue,314,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
30,white-collar,single,university.degree,no,yes,yes,cellular,summer,tue,178,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
57,white-collar,married,professional.course,no,yes,no,cellular,summer,tue,232,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
57,white-collar,married,professional.course,no,yes,no,cellular,summer,tue,324,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
30,white-collar,married,university.degree,no,no,no,cellular,summer,tue,161,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
30,white-collar,married,university.degree,no,yes,no,cellular,summer,tue,496,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
46,blue-collar,divorced,below high-school,no,no,no,cellular,summer,tue,332,3,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
30,white-collar,married,university.degree,no,yes,yes,cellular,summer,tue,111,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
39,white-collar,married,university.degree,no,yes,yes,cellular,summer,tue,308,2,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
71,retired,married,below high-school,no,no,no,telephone,summer,tue,129,2,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
25,white-collar,single,university.degree,no,no,no,cellular,summer,tue,247,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
28,blue-collar,single,university.degree,no,no,no,cellular,summer,tue,107,3,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
42,self-employed,married,university.degree,no,yes,no,cellular,summer,tue,216,1,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,yes
46,white-collar,married,professional.course,no,no,no,cellular,summer,tue,279,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
34,blue-collar,single,high.school,no,no,no,cellular,summer,tue,259,2,0,2,failure,-1.8,93.075,-47.1,1.423,5099.1,no
57,white-collar,married,high.school,no,yes,no,cellular,summer,tue,111,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
61,retired,married,university.degree,no,yes,no,cellular,summer,tue,216,1,0,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
45,white-collar,single,below high-school,no,yes,yes,cellular,summer,tue,119,2,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
36,white-collar,married,university.degree,no,no,no,cellular,summer,tue,108,6,0,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
